reply,class,source
@andybankertv @FOX2now why did the store owner say it wasn't him and the friend admitted it was? Have the gotten an explanation,query,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
"@tomman191 @andybankertv @FOX2now you just repeated what you said in the last tweet, p sure my reply doesn't change",comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
"@tomman191 @andybankertv @FOX2now but you have two pictures of people with different clothes, and an eyewitness who says it wasn't him",comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
"@tomman191 @andybankertv @FOX2now So he took off his socks but did nothing else to change his appearance? Obliterated, lol",query,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
"@tomman191 @andybankertv @FOX2now You get the last word here, I can't argue with everyone forever. Peace.",comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
"@PJ4MJJ  ""@andybankertv Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else""",comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@tomman191 @andybankertv @FOX2now Obviously? So he took off his socks in the 5m between the video and getting shot? http://t.co/O8mE7LTuoc,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
"@lilfer1234 @andybankertv @FOX2now im not saying you did, but that is what has been implied the entire course of this investigation",comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@a_man_in_black @andybankertv @FOX2now @tomman1 dude give it up. It's him. Confirmed.,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@a_man_in_black @andybankertv @FOX2now @tomman1 And also obliterating your attempt to deny that he was the person that robbed the store,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@a_man_in_black @andybankertv @FOX2now it's obviously the same people and there's a confession,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@lilfer1234 @andybankertv @FOX2now or maybe the police scared him into saying it was michael brown in the first place?,query,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@andybankertv @DavidSTLhss @FOX2now even though his friend and witness to the shooting has admitted to the cigarillo theft?,query,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@SLEEZAVELLI @andybankertv @FOX2now Not by this kid.,deny,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
"@andybankertv @FOX2now Thank you for clarifying.  You definitely didn't have to reply to me.  

Have a great day and thanks for the reports",query,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@andybankertv But Dorian Johnson already admitted they were in store and stole,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@lilfer1234 @andybankertv @FOX2now and the last time i checked the eyewitness testimony overrides the testimony of the defident's friends,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@a_man_in_black @andybankertv @FOX2now snitches get stitches in the hood. Store owner knows. #blackdenial #changeyourculture,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
"@tomman191 @andybankertv @FOX2now but reasonable doubt? Innocent until proven guilt? Nah, fuck it, let's execute him",comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@andybankertv @FOX2now Where's @CNN @cnnbrk  With this breaking news? Police Chief making press conference. #SmokeScreen4Murder #Ferguson,query,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@lilfer1234 @andybankertv @FOX2now we all need to unite then. solidarity is key in the face of adversity and prejudice.,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@SLEEZAVELLI @andybankertv @FOX2now I def did not say that. And even if it was #mikesmith I certainly don't think he deserved to die for it.,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@_MishhTheMenace @SLEEZAVELLI @andybankertv @FOX2now Very embarrassing! Of course I meant #mikebrown. Ugh,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@SLEEZAVELLI @andybankertv @FOX2now There are lots of us out there. Promise.,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@lilfer1234 @andybankertv @FOX2now that's why the police's testimony has been considered law despite it contrasting what EYEWITNESSES said,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
"Y'all --&gt; ""@andybankertv Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown said it was someone else""",comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@lilfer1234 @andybankertv @FOX2now or is that impossible because the police would never be capable of unscrupulous behavior?,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@a_man_in_black @andybankertv @FOX2now dude even his parents acknowledge it's him.,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@lilfer1234 @SLEEZAVELLI @andybankertv @FOX2now whose mike smith ?,query,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@andybankertv @FOX2now Somebody else probably did commit theft.  Brown committed Robbery.,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@tomman191 @andybankertv @FOX2now Good job getting (a guy who looks a bit like a) petty thief off the street (four hours after shooting him),comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@tomman191 @FOX2now he seemed frightened,comment,"Store owner told @FOX2now Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"
@originalgriz @sweetangelface yes but cops only shoot for stealing material things. Not peoples life savings.,support,"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson"
"@originalgriz 

The halls of congress would be empty too. And every union official would be waiting for a coroner pick up.",support,"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson"
"@please_continue @originalgriz oops, getting sleepy...kitty meowed out all nite!",comment,"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson"
"Does Missouri, St. Louis County &amp; #Ferguson have rules &amp; laws about cops using deadly force? What are they?
@originalgriz @randyprine",query,"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson"
@originalgriz @randyprine Those thefts are all well clear of the legal limit.,deny,"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson"
"He went there. “@originalgriz: If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson”",support,"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson"
@originalgriz @dacmetallica there'd be no one left in government #parasites,comment,"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson"
"@originalgriz @northvalleys99 
we're going to need to try it out, before I comment",comment,"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson"
@originalgriz @randyprine They would need a helluva huge cannon..........,comment,"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson"
"@originalgriz ladies and gentlemen, don't tip your waitress as it perpetuates wage slavery.",comment,"If we shot everyone in the street for stealing, imagine the carnage on Wall St. #mikebrown #ferguson"
@scATX it's sound like they may have been racially profiling him as a suspect,comment,#MikeBrown wanted to walk down the street. And he is dead. And the #Ferguson PD is using his silence in death to make him a criminal.
"@scATX @taiping2 a story that continues to repeat itself, over and over and over in America. #Ferguson",comment,#MikeBrown wanted to walk down the street. And he is dead. And the #Ferguson PD is using his silence in death to make him a criminal.
@scATX If they were criminals why did the police not arrest his friend right away?They shot one robber &amp; let the other go #MikeBrown,query,#MikeBrown wanted to walk down the street. And he is dead. And the #Ferguson PD is using his silence in death to make him a criminal.
@scATX no he was walking IN the street big difference,deny,#MikeBrown wanted to walk down the street. And he is dead. And the #Ferguson PD is using his silence in death to make him a criminal.
@scATX You are supposed to not be biased when you're a journalist. Glad you can come up with that decision without knowing all the facts,deny,#MikeBrown wanted to walk down the street. And he is dead. And the #Ferguson PD is using his silence in death to make him a criminal.
"@edeweysmith I thought Mike Brown was ""struggling"" for the cops gun? Total lies by police chief",comment,"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson"
@edeweysmith he knew what he was doing. Smh!,comment,"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson"
@edeweysmith Chief should go to Hollywood &amp; write suspense thrillers! #Ferguson #MikeBrown,comment,"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson"
@edeweysmith CRAZY,comment,"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson"
@edeweysmith he just admitted on national TV that Michael Brown was racially profiled,support,"That was very ""SLICK"" of the Police Chief to create a narrative that #MikeBrown was a ""suspect"" in a robbery!  #Ferguson"
